TEMPERATURE,HUMIDITY,SOIL MOISTURE,INTENSITY,Weighted_Average,SPRINKLER
29.6,77,2715,87,856.5279999999999,0
31.0,70,3449,96,1076.42,1
32.4,64,1178,98,394.112,0
33.7,60,1437,210,486.73599999999993,0
34.3,56,1880,170,613.084,0
34.3,52,3004,148,946.084,0
34.6,52,2472,145,786.148,0
34.1,51,2471,208,794.2479999999999,0
34.3,51,2434,217,784.4639999999999,0
34.4,54,4069,152,1266.732,1
33.9,57,3591,174,1127.1119999999999,1
32.4,60,2527,168,807.492,0
32.8,64,1204,116,404.544,0
31.1,68,3537,109,1104.108,1
31.0,71,1629,103,531.68,0
30.8,74,3429,58,1066.164,1
29.6,76,2456,38,771.688,0
29.4,79,3204,38,996.872,0
29.6,80,2930,34,914.448,0
29.5,81,1772,61,571.08,0
28.5,82,2337,74,742.4000000000001,0
28.9,82,3361,49,1046.2119999999998,0
28.3,82,2863,15,891.884,0
28.2,83,4012,44,1240.896,1
30.5,76,2840,101,895.96,0
31.3,69,2794,136,885.3239999999998,0
32.7,62,3450,118,1078.036,1
33.8,59,1680,148,550.7040000000001,0
34.0,56,2230,213,724.0200000000001,0
34.5,54,3966,161,1237.12,1
34.2,54,2268,210,734.496,0
34.1,54,2622,143,831.288,0
34.3,54,3261,183,1028.644,0
34.2,55,3287,198,1038.7959999999998,0
33.8,57,1529,161,506.664,0
33.5,58,3854,166,1205.0600000000002,1
32.9,61,3050,134,960.052,0
31.7,65,3185,118,999.096,0
31.1,68,1078,131,369.48799999999994,0
30.4,69,1690,79,545.8919999999999,0
30.3,71,3020,34,939.124,0
30.9,73,3267,38,1014.512,0
29.9,74,3101,74,969.752,0
29.1,74,3384,52,1051.348,1
29.2,75,2651,77,835.256,0
29.7,76,3266,2,1009.6759999999999,0
29.5,77,2192,69,697.08,0
29.2,78,1897,39,604.576,0
30.1,73,1084,110,369.46799999999996,0
31.6,69,3042,131,959.1080000000001,0
32.5,64,2138,105,683.12,0
33.8,60,3522,182,1108.3439999999998,1
33.4,56,3157,163,994.952,0
34.2,52,3004,191,952.0759999999999,0
34.2,51,3287,154,1031.5159999999998,0
35.5,51,3658,142,1141.5,1
35.1,50,2399,179,768.588,0
35.0,56,2825,173,897.2,0
32.4,63,2225,201,722.352,0
31.4,70,2411,154,773.252,0
31.3,71,1067,84,360.50399999999996,0
30.4,73,2082,133,672.172,0
30.8,74,1615,83,525.464,0
30.7,74,3873,4,1191.7759999999998,1
30.6,75,1765,75,569.568,0
30.7,75,2213,28,697.4159999999999,0
29.2,76,1693,31,541.696,0
29.0,77,2965,46,925.62,0
29.2,77,1713,41,549.376,0
29.2,78,3435,15,1062.616,1
29.2,79,3666,2,1130.376,1
29.7,79,2879,35,899.036,0
30.2,73,2775,102,875.6759999999999,0
31.3,67,3251,89,1015.284,0
32.6,61,3624,120,1130.208,1
33.1,57,3153,151,992.2679999999999,0
34.1,53,3851,161,1202.2279999999998,1
35.4,49,4001,183,1249.552,1
35.9,49,1345,204,455.832,0
35.2,48,3618,202,1136.9759999999999,1
36.0,48,3038,153,956.3399999999999,0
34.7,51,3982,164,1241.556,1
35.0,55,1185,190,407.3,0
33.2,59,3788,175,1186.716,1
33.5,61,3155,136,992.0,0
32.3,64,1890,119,610.624,0
31.2,66,2021,120,650.3159999999999,0
31.2,68,3471,20,1071.876,1
31.9,70,2093,79,667.492,0
30.2,72,2791,7,866.896,0
30.8,72,2867,34,893.644,0
30.2,73,2929,18,910.1159999999999,0
30.1,73,3236,30,1003.868,0
30.4,75,2041,15,643.912,0
29.5,76,2631,34,823.5999999999999,0
30.0,77,2640,52,829.24,0
30.4,72,1543,99,505.432,0
31.7,66,1685,115,548.956,0
33.7,60,2314,80,731.636,0
33.1,57,3496,183,1099.648,1
34.7,53,1658,175,546.456,0
35.8,49,2672,220,856.144,0
35.6,50,3324,142,1041.048,0
35.7,50,1153,203,398.316,0
35.9,51,3060,190,968.932,0
34.5,53,3355,161,1053.54,1
34.5,56,3036,162,958.8199999999999,0
34.3,59,3571,182,1122.904,1
33.9,61,2197,88,697.9920000000001,0
32.3,63,2674,100,842.8839999999999,0
32.6,65,3243,120,1017.0279999999999,0
31.5,67,2161,75,686.38,0
31.0,69,2621,73,824.52,0
30.7,72,2079,62,661.1359999999999,0
30.2,73,2564,37,803.2759999999998,0
30.1,74,3577,9,1103.5079999999998,1
29.0,75,3541,34,1096.18,1
29.7,76,1910,80,613.796,0
29.2,76,3418,41,1060.5959999999998,1
29.3,77,2018,63,643.984,0
31.7,72,2571,122,817.416,0
32.4,66,3485,97,1086.6319999999998,1
33.4,61,3699,107,1151.112,1
33.9,59,1384,196,468.652,0
34.7,56,3902,188,1222.3159999999998,1
35.5,54,1808,146,587.9000000000001,0
35.1,53,2740,182,872.148,0
35.3,52,3879,182,1213.624,1
35.9,51,2020,190,656.932,0
34.3,57,3627,219,1144.324,1
33.5,62,2613,214,840.6,0
32.3,67,1475,189,496.76399999999995,0
32.7,69,1596,117,523.656,0
31.4,70,3241,138,1020.0120000000001,0
32.0,71,1810,133,590.46,0
31.4,72,1527,26,490.69199999999995,0
31.5,72,1052,66,353.82,0
30.9,73,3366,63,1047.712,0
30.7,74,3146,53,980.536,0
30.8,75,3449,3,1064.7440000000001,1
30.2,77,2380,50,751.016,0
29.6,78,1202,15,392.828,0
29.9,80,3957,38,1223.1919999999998,1
29.0,81,1236,72,411.68,0
30.7,75,2438,103,775.4159999999999,0
31.5,69,2208,105,705.24,0
32.2,63,1604,82,519.336,0
33.9,60,3347,160,1052.792,1
34.0,58,3712,161,1161.8999999999999,1
34.6,55,1320,219,451.74800000000005,0
35.9,54,2283,166,733.312,0
35.3,53,2604,195,833.2239999999999,0
35.8,53,2279,192,735.444,0
34.8,57,1870,156,608.544,0
33.8,61,1737,160,570.044,0
32.1,65,3870,198,1215.9080000000001,1
32.4,68,3400,135,1067.0120000000002,1
31.7,71,3621,138,1134.376,1
30.7,73,2444,119,778.8959999999998,0
30.8,75,2958,63,925.844,0
30.5,76,1043,65,351.82,0
30.7,77,2519,1,785.9959999999999,0
30.0,77,2806,11,873.3,0
30.3,77,3356,4,1037.404,0
29.1,78,2433,37,765.068,0
29.8,78,2882,73,905.004,0
29.3,78,3609,64,1121.7040000000002,1
29.1,79,2786,40,871.668,0
30.2,74,3252,104,1019.336,0
31.3,68,3339,123,1046.724,0
32.1,63,1752,135,571.128,0
33.1,62,3308,181,1044.368,0
33.9,60,4058,216,1273.9319999999998,1
34.6,59,2298,141,735.348,0
34.7,59,1196,193,412.056,0
34.8,58,2377,207,768.0640000000001,0
34.5,58,1675,186,554.4399999999999,0
33.5,62,3738,199,1175.9999999999998,1
32.1,66,3652,147,1143.648,1
32.4,71,3340,169,1054.612,1
31.9,72,4075,80,1262.7920000000001,1
31.7,73,1453,104,479.776,0
31.2,75,1120,138,385.056,0
31.9,76,3210,68,1002.732,0
30.1,77,3939,57,1219.6680000000001,1
30.8,78,2648,4,825.424,0
30.0,79,3825,24,1181.3799999999999,1
29.7,79,1830,14,581.3960000000001,0
29.0,79,1462,79,479.9,0
29.1,80,2508,70,792.7479999999999,0
29.7,80,3048,69,954.776,0
29.1,80,2204,7,692.728,0
30.4,77,1933,137,629.1519999999999,0
31.7,74,1617,88,527.016,0
31.5,71,1980,109,637.96,0
32.5,70,2728,198,874.82,0
32.2,68,3554,147,1114.836,1
32.4,67,3725,178,1170.2520000000002,1
33.9,66,2782,141,882.312,0
33.3,64,2574,159,821.704,0
33.6,62,3816,193,1198.588,1
33.3,65,4021,156,1255.664,1
33.1,68,1133,146,388.64799999999997,0
32.6,70,1076,194,378.68800000000005,0
32.9,73,2555,138,815.4720000000001,0
31.9,76,1273,88,424.43199999999996,0
30.3,79,2016,90,648.004,0
30.3,80,1139,16,374.824,0
29.7,81,3120,26,970.636,0
29.4,82,4057,27,1252.072,1
29.9,83,1686,30,541.612,0
29.6,83,2017,43,642.648,0
29.6,84,1771,37,568.2879999999999,0
29.0,84,1661,71,539.88,0
29.0,85,3159,47,986.1999999999999,0
28.3,85,1527,54,497.38399999999996,0
29.8,80,2132,116,686.5840000000001,0
30.4,76,2481,120,790.8919999999999,0
31.3,71,1273,82,422.024,0
32.4,69,1678,192,558.672,0
32.6,66,1895,148,616.828,0
33.5,64,3033,182,962.68,0
33.7,62,3374,181,1064.3359999999998,1
33.1,61,2468,167,790.1279999999999,0
34.7,59,3252,202,1030.116,0
34.0,63,3248,161,1024.1,0
32.3,66,1845,213,610.844,0
31.7,70,2750,212,883.156,0
32.0,73,2813,135,892.1999999999999,0
30.9,76,3710,99,1156.792,1
29.9,80,3748,96,1168.6119999999999,1
29.5,81,3216,36,1000.78,0
29.3,83,2239,27,706.9239999999999,0
30.0,84,3385,25,1050.92,1
29.2,85,1790,28,572.896,0
28.8,85,3227,28,1003.8839999999999,0
28.5,85,2863,55,898.38,0
28.6,86,1008,96,347.928,0
28.5,87,3943,115,1231.3399999999997,1
28.9,87,3917,87,1219.732,1
29.1,83,3918,96,1220.2279999999998,1
30.9,78,1397,87,461.772,0
31.6,73,1868,86,601.728,0
31.2,71,1591,153,527.3359999999999,0
32.1,68,1107,148,380.848,0
33.9,66,1938,184,635.132,0
33.7,66,2487,151,795.1560000000001,0
32.1,67,3904,166,1222.188,1
32.8,67,3377,215,1071.1439999999998,1
32.1,70,3963,172,1241.5679999999998,1
31.3,73,2827,184,903.064,0
30.6,76,2024,178,661.9679999999998,0
30.6,78,3672,114,1147.9679999999998,1
29.1,80,1386,114,462.308,0
29.9,82,2067,118,667.952,0
29.5,84,1942,57,622.36,0
29.9,85,3849,27,1190.652,1
28.2,87,2446,117,782.4359999999999,0
28.3,87,2650,82,838.764,0
28.1,87,1179,100,399.928,0
28.8,88,2318,90,740.704,0
28.1,88,1539,102,508.48799999999994,0
28.9,88,3129,133,990.0519999999999,0
28.9,88,3355,107,1054.212,1
29.6,82,3576,93,1117.068,1
30.2,76,2363,136,757.6759999999999,0
31.5,69,3024,107,950.3199999999999,0
32.3,67,1386,183,469.22400000000005,0
33.0,64,2726,149,865.8199999999999,0
33.7,61,3833,156,1198.2559999999999,1
34.9,60,1680,149,551.432,0
34.2,59,2740,170,871.896,0
34.8,58,3178,192,1006.264,0
33.5,61,1919,167,625.54,0
32.6,64,2040,211,668.588,0
32.9,67,3668,184,1154.1319999999998,1
31.3,70,1070,118,365.884,0
31.0,73,1788,110,580.92,0
30.9,77,1195,82,400.192,0
29.8,77,2407,50,759.004,0
29.7,78,2850,42,891.036,0
29.6,79,1868,17,593.188,0
30.0,79,1401,15,452.92,0
29.9,79,3648,1,1125.032,1
28.8,80,3976,70,1233.0639999999999,1
28.8,81,2287,73,727.0640000000001,0
28.1,83,3345,40,1040.2079999999999,0
28.4,85,1938,76,623.7919999999999,0
29.4,79,3688,140,1156.3519999999999,1
30.9,72,3500,136,1097.8519999999999,1
31.4,66,2098,130,674.8720000000001,0
32.1,63,3886,207,1221.408,1
33.3,60,2652,215,851.8240000000001,0
34.9,57,1845,175,603.732,0
34.1,57,2376,192,765.188,0
34.0,56,1952,162,633.48,0
34.3,56,3018,215,960.784,0
33.4,59,3215,181,1015.712,0
32.5,63,1441,191,485.78000000000003,0
31.3,66,3230,172,1020.3240000000001,0
32.0,69,2383,119,759.8399999999999,0
30.7,72,3510,81,1093.096,1
29.2,75,2810,114,888.1360000000001,0
29.8,77,2607,68,821.524,0
29.6,79,3088,30,961.008,0
29.6,82,3406,50,1060.048,1
29.2,82,3261,11,1010.9759999999999,0
28.2,82,1309,8,424.676,0
28.7,82,1191,63,397.116,0
28.1,82,1820,17,579.208,0
29.0,82,2612,63,823.5000000000001,0
28.5,82,2931,32,914.72,0
29.3,77,1182,122,401.44399999999996,0
30.1,71,3122,80,976.108,0
32.9,65,1013,117,347.69199999999995,0
33.2,62,1591,181,529.2959999999999,0
34.0,58,1060,172,367.84,0
34.2,54,2514,170,802.6959999999999,0
34.9,55,1936,197,633.552,0
34.2,55,2747,180,874.2760000000001,0
34.1,55,3297,173,1038.2679999999998,0
33.1,60,2466,188,792.188,0
32.7,64,1534,192,514.1560000000001,0
31.8,69,1060,195,373.524,0
31.4,70,1656,117,541.572,0
30.4,72,2472,85,782.172,0
30.8,74,3297,130,1036.644,0
30.1,75,2581,46,810.168,0
30.9,75,1510,40,488.252,0
29.9,76,3347,26,1037.392,0
29.9,76,2546,56,801.292,0
29.5,76,1401,47,456.42,0
29.7,76,4056,72,1256.4759999999999,1
29.0,77,3011,0,932.9799999999999,0
29.7,79,2346,66,743.476,0
28.2,80,1820,14,578.2560000000001,0
29.9,75,2429,104,772.6319999999998,0
30.1,71,1650,93,536.328,0
31.7,66,3102,91,970.6959999999999,0
32.6,64,2584,178,827.1679999999999,0
32.8,62,2761,201,882.9839999999999,0
33.0,60,2859,170,907.5399999999998,0
33.5,59,1272,164,430.46,0
33.5,58,1702,158,558.34,0
34.4,57,2754,154,873.3519999999999,0
33.4,60,4038,172,1261.6319999999998,1
32.8,62,3610,150,1130.544,1
32.6,65,3823,174,1198.5879999999997,1
31.3,69,1288,92,427.364,0
30.6,73,3110,93,975.028,0
29.6,77,3945,127,1231.128,1
30.0,77,4036,17,1243.14,1
29.3,78,1712,26,547.284,0
29.9,79,2701,61,849.3319999999999,0
29.7,80,3662,74,1139.6759999999997,1
29.9,80,1844,42,589.852,0
28.2,80,2603,78,822.116,0
28.9,82,1814,67,584.632,0
28.8,83,2211,62,703.2839999999999,0
28.3,84,1966,71,631.184,0
29.8,79,2687,80,847.7640000000001,0
30.2,75,1486,131,493.596,0
30.7,70,2822,136,893.836,0
31.0,68,1218,217,423.5,0
32.8,66,3529,168,1109.884,1
32.6,64,2151,165,695.448,0
32.3,63,2443,168,783.1039999999999,0
32.9,62,1783,208,590.592,0
32.3,61,3818,211,1201.0639999999999,1
31.6,67,3909,159,1222.568,1
30.4,73,3759,179,1181.712,1
29.6,79,2811,192,900.588,0
30.0,80,2095,140,678.9,0
29.3,81,4081,130,1273.384,1
30.0,82,1777,120,581.26,0
28.1,83,4068,16,1253.7479999999998,1
28.8,83,1867,44,597.564,0
28.4,83,2689,37,843.0719999999999,0
28.3,83,3110,7,965.144,0
28.8,83,1105,2,363.08399999999995,0
28.8,82,2165,24,683.884,0
28.5,82,2803,12,873.52,0
28.6,83,2405,34,757.508,0
28.2,83,3075,70,963.4359999999999,0
29.2,78,2654,132,844.6959999999999,0
30.0,73,1237,127,417.7199999999999,0
30.0,68,1836,122,595.32,0
31.8,65,3073,140,968.604,0
32.4,61,3966,159,1238.212,1
33.9,58,2214,149,710.7919999999999,0
33.3,58,2884,151,911.9039999999999,0
33.3,59,3411,209,1078.404,1
33.5,59,1515,212,510.08,0
32.9,65,1589,144,524.2719999999999,0
31.7,71,2568,208,828.276,0
29.4,77,2232,196,726.8320000000001,0
29.6,78,1213,124,411.388,0
29.5,79,2218,101,709.92,0
29.4,80,1540,132,511.112,0
29.9,81,2872,74,903.0120000000001,0
28.1,82,3783,49,1172.5879999999997,1
28.2,83,2391,46,754.876,0
28.6,83,1872,79,603.908,0
28.1,83,3195,14,991.568,0
28.3,83,3389,34,1052.624,1
28.4,83,3771,70,1172.292,1
28.7,83,3904,32,1206.9560000000001,1
28.4,82,1385,15,448.512,0
29.3,78,3291,132,1035.8239999999998,0
30.5,74,3539,107,1105.94,1
30.9,70,3573,123,1117.3719999999998,1
30.1,72,1643,188,547.808,0
30.0,73,2921,198,932.86,0
30.7,75,3503,149,1101.3559999999998,1
31.1,71,3653,209,1153.7479999999998,1
32.2,67,3089,218,984.9959999999999,0
33.9,64,2199,149,707.972,0
32.1,67,2907,179,924.9080000000001,0
31.7,70,3019,214,964.136,0
31.9,73,2574,175,826.0719999999999,0
30.9,76,2975,93,935.452,0
29.4,78,4035,111,1256.112,1
29.6,81,2092,92,671.448,0
29.2,81,3504,62,1090.736,1
28.2,82,2394,43,755.0759999999999,0
29.0,83,1705,17,545.24,0
28.7,84,3938,2,1213.2359999999999,1
28.9,84,2281,17,718.2919999999999,0
28.8,84,3503,77,1093.264,1
28.1,84,3484,42,1082.468,1
27.9,84,2063,35,655.132,0
27.6,84,2559,19,801.608,0
29.1,79,1160,108,393.38800000000003,0
30.2,73,2546,112,808.3759999999999,0
31.8,68,2959,98,929.3639999999999,0
32.6,64,2696,156,857.688,0
33.0,61,3849,176,1205.66,1
33.5,58,3712,181,1164.5599999999997,1
34.0,56,2732,148,865.5200000000001,0
34.4,55,1538,168,509.95199999999994,0
34.5,53,2958,179,936.96,0
33.3,57,2964,175,938.9839999999999,0
32.6,60,1962,203,642.948,0
33.0,64,2250,197,729.74,0
31.4,67,1087,125,371.152,0
30.7,70,3575,123,1117.916,1
29.8,73,2850,130,901.984,0
29.9,74,2374,26,744.9319999999999,0
29.9,75,1070,14,352.332,0
29.2,76,1065,52,356.236,0
29.9,77,1010,54,340.492,0
29.2,78,1244,35,408.116,0
29.0,78,2127,16,670.3000000000001,0
28.9,79,4075,69,1262.372,1
28.3,80,3286,1,1016.2639999999999,0
28.7,81,2395,17,751.596,0
29.3,75,3367,113,1055.1239999999998,1
31.8,70,3742,93,1164.1239999999998,1
32.3,65,2987,93,936.364,0
33.2,60,1485,185,497.496,0
34.5,56,3312,188,1045.26,0
35.8,52,2465,180,789.2840000000001,0
35.2,53,1850,140,599.296,0
34.8,55,2916,163,922.764,0
34.5,57,3140,202,995.9,0
33.3,60,3607,183,1133.8439999999998,1
33.9,64,1134,158,389.73199999999997,0
32.3,67,2960,190,942.404,0
31.7,70,3470,115,1085.576,1
31.3,72,3174,120,997.9239999999999,0
30.7,74,3155,113,991.6360000000001,0
30.7,76,4023,0,1236.7759999999998,1
29.6,77,1137,54,378.508,0
29.0,79,3823,44,1183.3,1
29.0,79,3317,58,1033.4599999999998,0
28.7,80,2355,53,744.356,0
28.8,81,2078,75,664.644,0
28.8,80,3968,9,1222.1239999999998,1
28.5,80,1581,17,507.05999999999995,0
29.3,79,2074,64,661.4839999999999,0
29.6,78,3266,94,1023.088,0
29.3,76,3836,94,1193.444,1
30.7,75,3326,128,1045.316,0
31.8,70,3534,175,1113.204,1
32.2,66,4024,154,1256.256,1
33.2,61,2159,169,697.7359999999999,0
33.1,61,1082,203,379.368,0
33.2,61,2819,160,894.4759999999999,0
33.2,61,1025,218,364.39599999999996,0
32.3,63,3773,218,1189.1039999999998,1
32.3,65,1707,180,564.5440000000001,0
32.0,68,2470,208,798.12,0
31.3,71,1067,117,365.12399999999997,0
30.6,74,3892,96,1210.328,1
29.8,78,1264,112,425.064,0
29.8,79,3261,61,1017.304,0
29.9,81,2536,24,795.212,0
29.5,83,1939,74,623.56,0
28.4,83,3689,65,1146.992,1
28.6,84,2363,0,740.428,0
28.4,84,3601,64,1120.732,1
28.8,85,1136,34,377.424,0
28.2,86,1740,140,573.576,0
27.1,86,1796,97,584.048,0
28.1,81,3752,123,1173.368,1
30.1,76,2688,106,850.948,0
31.4,71,1382,108,458.392,0
31.8,70,1440,168,484.024,0
31.6,69,1886,156,615.808,0
32.6,67,3091,211,984.728,0
32.4,67,2817,162,895.612,0
33.0,66,3100,220,988.52,0
32.8,66,3496,144,1096.624,1
31.4,69,2209,218,721.3319999999999,0
31.2,71,2816,182,898.896,0
30.1,74,3372,172,1064.8279999999997,1
29.6,77,3370,107,1055.828,1
29.1,79,1714,115,560.568,0
28.6,82,1104,94,375.32800000000003,0
28.1,83,1911,73,614.6279999999999,0
28.7,84,3845,74,1195.416,1
27.7,85,3777,11,1166.196,1
27.1,86,1760,134,578.428,0
28.0,87,3774,97,1177.98,1
27.6,88,3141,95,987.968,0
27.4,88,2259,96,723.452,0
27.6,88,2360,107,755.3480000000001,0
27.3,88,3270,126,1030.924,0
28.6,84,3323,110,1043.828,0
30.0,79,3128,86,980.9599999999999,0
30.6,75,3354,122,1052.848,1
31.0,74,3767,207,1188.48,1
31.3,73,1367,163,462.12399999999997,0
31.1,73,1267,149,430.108,0
31.8,71,3311,147,1042.664,0
32.7,70,4026,211,1266.096,1
32.6,68,2251,210,732.8679999999999,0
31.9,71,2057,140,665.5120000000001,0
30.7,73,3842,169,1205.296,1
30.5,76,3413,206,1082.56,1
30.0,78,3763,100,1173.1399999999999,1
29.6,81,2015,124,652.828,0
28.5,83,1993,102,643.4,0
28.0,84,2528,6,790.6,0
28.3,85,2160,13,681.5440000000001,0
27.3,86,3019,131,955.764,0
27.8,86,2712,134,864.224,0
27.2,87,1201,91,405.016,0
27.7,88,1006,85,346.096,0
27.3,89,4089,117,1275.6440000000002,1
27.2,90,3317,94,1041.076,0
27.5,91,2829,90,894.4799999999999,0
28.2,84,3921,90,1220.3159999999998,1
29.0,78,1878,99,607.22,0
30.4,72,2391,89,758.432,0
31.2,69,1563,189,523.4159999999999,0
32.2,67,1237,186,424.916,0
33.0,64,2549,178,816.7799999999999,0
32.6,64,3445,150,1081.548,1
32.3,64,2261,217,735.644,0
32.9,64,3475,141,1089.372,1
32.3,66,3280,203,1039.944,0
31.8,68,1008,145,350.644,0
30.8,71,3730,182,1172.984,1
30.8,74,1259,97,420.62399999999997,0
29.6,77,2172,96,694.888,0
28.8,80,1673,100,546.364,0
28.3,81,3309,20,1026.104,0
28.4,83,1093,73,369.312,0
28.7,84,1178,0,384.95599999999996,0
28.5,85,2037,61,651.42,0
28.7,86,2125,85,681.516,0
27.3,87,3534,132,1110.684,1
27.9,87,2316,111,742.512,0
27.6,88,2731,135,870.568,0
27.2,88,3477,112,1091.036,1
28.2,83,3758,129,1176.5959999999998,1
29.6,77,3919,84,1217.308,1
30.3,72,1310,129,439.704,0
31.1,67,2372,219,769.728,0
32.8,62,2550,183,817.164,0
33.2,58,3443,142,1078.316,1
33.5,56,2175,188,703.88,0
34.9,55,3229,196,1021.312,0
34.5,53,1339,212,455.88,0
33.5,57,1542,184,513.6999999999999,0
32.1,60,3293,160,1036.088,0
32.1,64,2345,214,760.368,0
31.7,67,3813,84,1183.2959999999998,1
30.4,70,3827,102,1190.492,1
30.1,74,1614,126,530.9879999999999,0
29.6,75,3962,58,1226.0079999999998,1
29.3,77,3800,79,1180.8239999999998,1
29.3,79,2827,9,879.684,0
28.3,80,1174,67,391.904,0
28.7,81,1434,64,469.876,0
28.3,82,1727,5,549.6840000000001,0
28.6,83,1602,30,516.048,0
28.6,84,3796,1,1170.468,1
28.5,85,1609,65,523.58,0
29.1,79,3149,128,992.8879999999999,0
29.9,74,3749,97,1167.372,1
30.6,68,3453,86,1075.5479999999998,1
32.0,64,3161,143,995.1999999999999,0
32.2,61,3559,184,1119.556,1
33.2,57,3263,160,1026.556,0
33.1,55,3129,173,987.588,0
33.3,54,2132,182,689.524,0
34.2,52,1183,152,400.31600000000003,0
33.3,56,1462,140,483.204,0
33.5,59,1277,162,431.68,0
32.6,63,4089,206,1282.308,1
32.9,64,1433,112,472.712,0
31.6,65,2455,86,775.588,0
30.3,67,3139,85,980.8439999999999,0
30.0,69,2959,75,925.92,0
29.5,72,1825,36,580.9599999999999,0
29.2,75,1958,39,622.0360000000001,0
29.9,75,2470,4,770.9319999999999,0
28.1,76,4085,15,1256.7479999999998,1
28.7,77,2508,26,785.636,0
28.3,77,2710,74,852.844,0
28.3,78,1083,14,356.62399999999997,0
28.8,78,2514,24,787.4639999999999,0
29.1,73,4022,115,1251.2879999999998,1
30.8,67,1052,123,360.204,0
31.5,62,3711,127,1157.26,1
32.1,59,1495,186,500.048,0
33.9,56,1644,200,546.372,0
33.9,53,3190,170,1005.132,0
33.7,52,3994,208,1251.3160000000003,1
34.3,52,1639,194,543.024,0
34.3,52,1126,168,385.484,0
33.1,54,2977,145,937.788,0
33.0,56,1945,141,628.16,0
34.0,59,2228,146,714.88,0
32.9,59,3789,107,1177.412,1
32.1,59,3732,115,1161.2079999999999,1
32.2,60,2679,108,844.636,0
31.8,64,4013,70,1240.524,1
31.0,68,1521,51,491.16,0
30.3,71,2943,18,913.784,0
29.7,73,3998,4,1228.716,1
29.0,75,1537,57,498.2,0
29.2,76,1668,21,532.796,0
29.6,77,3216,40,1000.2479999999999,0
28.7,78,1206,44,397.83600000000007,0
28.6,79,1805,3,572.048,0
29.2,74,1950,105,628.596,0
30.2,68,2970,118,935.016,0
32.8,63,3969,82,1229.0040000000001,1
32.9,61,1348,167,454.072,0
33.8,60,2154,149,693.324,0
34.0,58,2627,177,838.64,0
33.3,57,2177,157,700.364,0
34.6,55,1079,206,377.62800000000004,0
34.1,54,2491,148,792.688,0
33.8,58,3543,206,1117.4439999999997,1
32.3,63,4024,217,1264.2640000000001,1
32.3,67,3518,212,1112.884,1
31.5,71,4011,128,1249.92,1
30.0,75,1147,121,390.44,0
29.9,79,1276,99,427.15200000000004,0
29.5,79,1267,63,419.29999999999995,0
29.1,79,4056,22,1250.148,1
29.8,80,3525,57,1096.224,1
29.4,80,1112,50,371.23199999999997,0
28.9,80,2362,27,742.872,0
28.1,81,2045,18,646.568,0
28.6,82,1984,65,635.2679999999999,0
29.0,83,3081,62,964.3399999999999,0
29.0,84,2915,28,910.06,0
29.4,78,1680,137,553.252,0
30.6,73,1813,138,592.2280000000001,0
31.6,67,1766,92,570.2879999999999,0
32.5,64,1375,185,465.41999999999996,0
32.6,62,1593,180,529.588,0
33.5,59,3171,161,999.7399999999999,0
33.4,60,2015,155,652.3520000000001,0
33.8,60,1149,155,392.664,0
33.8,61,2048,183,666.564,0
32.3,65,3781,188,1187.8639999999998,1
32.9,68,2818,211,903.1919999999999,0
31.5,72,3639,159,1142.94,1
30.3,75,1611,137,531.9639999999999,0
30.4,77,1997,98,642.892,0
29.3,80,1042,123,360.424,0
29.7,82,2657,52,835.656,0
29.0,83,1300,72,431.44,0
28.6,84,2290,12,720.208,0
28.1,85,3708,79,1155.1279999999997,1
28.2,85,1998,13,632.916,0
28.4,86,1418,84,469.19199999999995,0
28.2,86,3981,108,1241.396,1
28.3,86,2566,83,813.424,0
28.3,87,1590,131,527.624,0
29.6,81,1817,116,592.308,0
30.6,76,3868,126,1207.888,1
31.4,70,2225,123,713.1120000000001,0
31.1,68,1719,200,571.448,0
33.0,65,2112,170,684.84,0
33.8,63,2314,180,746.504,0
33.3,64,3679,180,1156.144,1
32.5,66,2830,163,899.4000000000001,0
32.9,67,3396,146,1067.212,1
32.0,71,3230,176,1022.48,0
31.7,74,1798,181,594.336,0
30.2,78,2425,217,788.176,0
29.3,80,2576,87,815.584,0
29.2,83,1141,126,391.356,0
28.9,85,3217,135,1015.8919999999999,0
28.7,86,1854,137,607.4959999999999,0
28.4,87,1358,84,451.472,0
28.4,87,3673,89,1146.6719999999998,1
28.0,88,3344,117,1052.06,1
28.5,88,2348,137,756.1999999999999,0
28.9,89,1872,102,608.892,0
27.4,89,1674,111,550.332,0
27.4,90,3137,136,993.0119999999998,0
27.3,91,1207,127,413.004,0
28.8,85,2527,90,802.5640000000001,0
29.1,80,2995,99,942.908,0
30.6,74,3199,130,1007.188,0
31.7,70,1976,209,650.536,0
32.6,66,2821,167,897.2879999999999,0
33.6,62,2026,154,656.1279999999999,0
33.1,63,4089,219,1284.268,1
32.9,65,3801,188,1194.032,1
32.5,66,3730,199,1174.4399999999998,1
32.0,70,3507,171,1104.6,1
31.6,74,3727,152,1168.9479999999999,1
30.9,78,1311,179,448.85200000000003,0
29.0,80,2659,91,840.9599999999999,0
29.7,81,2136,85,683.6959999999999,0
28.4,82,3713,95,1158.1119999999999,1
28.8,83,1008,36,338.74399999999997,0
28.6,85,1497,75,491.40799999999996,0
28.6,86,2935,123,929.808,0
28.6,87,2088,123,675.988,0
27.3,88,1029,96,354.424,0
27.2,89,2281,116,733.076,0
27.8,89,4059,99,1264.264,1
27.5,89,3700,105,1157.32,1
